rate,ml_model,sessions,connection rate,concurrency,connection time (min),connection time (avg),connection time (max),connection time (stdev),request rate,ms per request,reply rate (min),reply rate (avg),reply rate (max),reply rate (stdev),response_time,cores,memory,payload_instance,errors,error_percentage,session rate (min),session rate (avg),session rate (max),session rate (stdev),sessions connections/session,session lifetime,session failtime,session length histogram part 1,session length histogram part 2,test duration,,,,,,,,,,
1,bert,60,1.2,10,62.5,701,5586.5,83.5,1.2,824.1,0.2,1.2,3.6,1,700.7,3,0.5,1,0,0,0.2,1.21,3.6,1.04,1,0.7,0,,,49.449,,,,,,,,,,
10,bert,600,10.4,7,58,103.3,229.8,96.5,10.4,96,9,10.5,12.4,1,103,3,0.5,1,0,0,9,10.42,12.4,0.96,1,0.1,0,,,57.582,,,,,,,,,,
20,bert,1200,21.6,15,57.7,171.7,458.8,144.5,21.6,46.3,19.4,21.5,27.6,2.3,171.4,3,0.5,1,0,0,19.4,21.62,27.6,2.34,1,0.2,0,,,55.504,,,,,,,,,,
30,bert,1800,31.4,49,63.2,419.5,1352.5,333.5,31.4,31.9,27,31.3,35.4,2.3,419.2,3,0.5,1,0,0,27,31.39,35.4,2.31,1,0.4,0,,,57.35,,,,,,,,,,
40,bert,2400,34.9,396,80.9,5918.5,11386.4,6533.5,34.9,28.7,32.8,34.8,36.8,1.3,5918.1,3,0.5,1,0,0,32.8,34.87,36.8,1.28,1,5.9,0,,,68.834,,,,,,,,,,
50,bert,3000,35.6,935,92,14015.3,25718.5,14842.5,35.6,28.1,33.2,35.6,37.6,1.4,14015,3,0.5,1,0,0,33.2,35.59,37.6,1.4,1,14,0,,,84.288,,,,,,,,,,
60,bert,3600,35.5,1710,116.6,23026.7,53159.4,27523.5,35.5,28.1,13.2,35.5,54.4,9.1,21938.9,3,0.5,1,0,0,13.2,35.54,54.4,9.14,1,23,0,,,101.283,,,,,,,,,,
70,bert,4200,35.9,2331,115.4,32406.8,80398,35332.5,35.9,27.9,18.8,35.9,71,12.2,26905.1,3,0.5,1,0,0,18.8,35.9,71,12.22,1,32.4,0,,,117.004,,,,,,,,,,
80,bert,4800,35.8,2984,112.7,41081.1,100249,41998.5,35.8,28,0,35.8,55.6,14.9,30685.2,3,0.5,1,0,0,0,35.76,55.6,14.87,1,41.1,0,,,134.223,,,,,,,,,,
90,bert,5400,33.2,3475,118.4,46997.8,103081.8,42625.5,32.5,30.8,0,32.9,89,18,30757.3,3,0.5,1,131,0.024259259,0,32.41,89,18.04,1,47,117.2,,,162.58,,,,,,,,,,
100,bert,6000,35.3,4131,129.6,52013.3,105658.8,46296.5,32.9,30.4,0,33.9,64.4,18.9,34164,3,0.5,1,402,0.067,0,32.93,64.4,18.86,1,52,130.2,,,169.979,,,,,,,,,,
1,bert,60,1.2,2,78.3,93.3,161.1,88.5,1.2,824.5,0.4,1.2,2,0.6,93,3,0.5,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.47,,,,,,,,,,
10,bert,600,10.4,8,72.8,144.8,406,137.5,10.4,96,9,10.5,12.4,1,144.5,3,0.5,2,0,0,9,10.42,12.4,1,1,0.1,0,,,57.593,,,,,,,,,,
20,bert,1200,21.4,26,72.4,372.9,1025.6,347.5,21.4,46.7,19.2,21.3,25.6,1.9,372.6,3,0.5,2,0,0,19.2,21.4,25.6,1.92,1,0.4,0,,,56.083,,,,,,,,,,
30,bert,1800,23.9,462,101.2,10473.2,18508.7,10658.5,23.9,41.9,22.2,23.9,25.8,1.1,10472.8,3,0.5,2,0,0,22.2,23.88,25.8,1.14,1,10.5,0,,,75.374,,,,,,,,,,
40,bert,2400,24.4,1031,123.4,21570.6,40934.7,22795.5,24.4,41,22,24.3,25.8,1.1,21570.3,3,0.5,2,0,0,22,24.38,25.8,1.08,1,21.6,0,,,98.442,,,,,,,,,,
50,bert,3000,23,1912,130.8,39558.2,83537.6,46147.5,23,43.5,0,22.9,53.6,9.5,36446.1,3,0.5,2,0,0,0,22.98,53.6,9.49,1,39.6,0,,,130.565,,,,,,,,,,
60,bert,3600,23.9,2430,153.8,51646,110858.6,56733.5,23.9,41.9,0,23.8,66.6,14.9,42118.7,3,0.5,2,0,0,0,23.86,66.6,14.91,1,51.6,0,,,150.894,,,,,,,,,,
70,bert,4200,24.2,2918,148.8,56622.5,119785.6,56470.5,23.6,42.4,0,24,90.4,15.6,42081.8,3,0.5,2,122,0.029047619,0,23.54,90.4,15.62,1,56.6,120.4,,,173.255,,,,,,,,,,
80,bert,4800,27.5,3573,161.1,65861.5,142362,65292.5,24.9,40.2,0,24.7,82.6,19.9,48186.6,3,0.5,2,485,0.101041667,0,24.71,82.6,19.91,1,65.9,125.2,,,174.621,,,,,,,,,,
90,bert,5400,28.7,4104,141.8,66940.9,135608.9,64744.5,25.4,39.4,0,24.8,78,20.5,48054.5,3,0.5,2,806,0.149259259,0,24.45,78,20.46,1,66.9,115,,,187.864,,,,,,,,,,
100,bert,6000,32.1,4763,153.6,71939.9,160043.6,67652.5,24.8,40.3,0,23.6,77,19.1,51187.8,3,0.5,2,1582,0.263666667,0,23.64,77,19.09,1,71.9,121.9,,,186.847,,,,,,,,,,
1,bert,60,1.2,16,79.3,1252.2,7598,86.5,1.2,824.4,0.4,1.2,3.4,0.9,1251.9,12,0.25,3,0,0,0.4,1.21,3.4,0.94,1,1.3,0,,,49.461,,,,,,,,,,
10,bert,600,10.4,7,70.5,104,219.7,95.5,10.4,96,9,10.5,12.2,1,103.6,12,0.25,3,0,0,9,10.42,12.2,0.98,1,0.1,0,,,57.592,,,,,,,,,,
20,bert,1200,21.6,21,70.4,198.8,1095.4,169.5,21.6,46.3,19.2,21.4,26.6,2.2,198.3,12,0.25,3,0,0,19.2,21.59,26.6,2.16,1,0.2,0,,,55.579,,,,,,,,,,
30,bert,1800,31.3,68,74.2,721.5,3035.6,417.5,31.3,31.9,27.6,31.2,36.6,2.7,721,12,0.25,3,0,0,27.6,31.33,36.6,2.7,1,0.7,0,,,57.45,,,,,,,,,,
40,bert,2400,37.6,269,102.6,4326.3,7780.5,4898.5,37.6,26.6,31.4,37.2,40.8,2.2,4325.7,12,0.25,3,0,0,31.4,37.63,40.8,2.21,1,4.3,0,,,63.786,,,,,,,,,,
50,bert,3000,37.2,857,157.1,12363.4,23233.9,12792.5,37.2,26.9,31.4,36.9,39.2,1.8,12362.8,12,0.25,3,0,0,31.4,37.24,39.2,1.85,1,12.4,0,,,80.564,,,,,,,,,,
60,bert,3600,36.5,1827,188.5,23596.6,52636.4,28707.5,36.5,27.4,17.2,36.2,74.2,12.8,22322.5,12,0.25,3,0,0,17.2,36.53,74.2,12.83,1,23.6,0,,,98.562,,,,,,,,,,
70,bert,4200,37,2309,231.1,32384.9,80283.6,34865.5,37,27,0,36.8,87.6,17.3,27760.6,12,0.25,3,0,0,0,37.02,87.6,17.33,1,32.4,0,,,113.45,,,,,,,,,,
80,bert,4800,36.9,2952,253.2,40575.5,96792.4,40266.5,36.9,27.1,0,36.7,88,18,29970.5,12,0.25,3,0,0,0,36.86,88,17.95,1,40.6,0,,,130.219,,,,,,,,,,
90,bert,5400,33.6,3620,236.8,48721.8,104606,45367.5,32.2,31.1,0,32.3,66.8,19.4,33539.1,12,0.25,3,224,0.041481481,0,32.19,66.8,19.36,1,48.7,129.9,,,160.771,,,,,,,,,,
100,bert,6000,32.2,4270,297.4,58179.4,112518.6,51367.5,29.5,33.9,0,29.6,68,21.6,37988.4,12,0.25,3,519,0.0865,0,29.41,68,21.63,1,58.2,129.7,,,186.363,,,,,,,,,,
1,bert,60,1.2,2,59.6,63.1,77.7,62.5,1.2,824.1,0.4,1.2,2,0.6,62.7,12,0.25,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.445,,,,,,,,,,
10,bert,600,10.4,7,54.8,78.3,173.7,73.5,10.4,96,9,10.5,12.2,1,77.9,12,0.25,2,0,0,9,10.42,12.2,0.96,1,0.1,0,,,57.573,,,,,,,,,,
20,bert,1200,21.6,14,55,126.3,395,110.5,21.6,46.2,19.2,21.5,27,2.3,125.9,12,0.25,2,0,0,19.2,21.65,27,2.32,1,0.1,0,,,55.44,,,,,,,,,,
30,bert,1800,31.4,33,55.2,281.6,1229.5,242.5,31.4,31.8,26,31.3,38.2,3.4,281.2,12,0.25,2,0,0,26,31.44,38.2,3.45,1,0.3,0,,,57.245,,,,,,,,,,
40,bert,2400,41.4,77,69.7,731.1,2545.9,578.5,41.4,24.2,37.8,41,46,2.6,730.6,12,0.25,2,0,0,37.8,41.39,46,2.65,1,0.7,0,,,57.989,,,,,,,,,,
50,bert,3000,49.1,183,92.8,2246.3,4305.5,2391.5,49.1,20.4,42.4,48.8,51.2,2.4,2245.8,12,0.25,2,0,0,42.4,49.12,51.2,2.4,1,2.2,0,,,61.071,,,,,,,,,,
60,bert,3600,49.5,696,137.6,7732.7,15016.3,7767.5,49.5,20.2,41.6,49.3,53.2,2.8,7732.2,12,0.25,2,0,0,41.6,49.47,53.2,2.85,1,7.7,0,,,72.765,,,,,,,,,,
70,bert,4200,48.6,1546,143.6,16022.2,36261.4,17272.5,48.6,20.6,30,48.2,76.6,10.2,15782.7,12,0.25,2,0,0,30,48.59,76.6,10.22,1,16,0,,,86.438,,,,,,,,,,
80,bert,4800,48.9,2196,170.9,22851.9,57707.5,24548.5,48.9,20.5,8.2,48.6,104.8,23.1,20176.3,12,0.25,2,0,0,8.2,48.9,104.8,23.11,1,22.9,0,,,98.169,,,,,,,,,,
90,bert,5400,48.8,2953,196.8,30080.3,83238.2,30537.5,48.8,20.5,0,48.5,79,16.4,23057.3,12,0.25,2,8,0.001481481,0,48.76,79,16.45,1,30.1,33.8,,,110.587,,,,,,,,,,
100,bert,6000,49.5,3560,214.2,35591.2,89876.5,31704.5,49.5,20.2,0,48.4,106.4,26.5,23633.9,12,0.25,2,113,0.018833333,0,48.59,106.4,26.49,1,35.6,29,,,121.162,,,,,,,,,,
1,bert,60,1.2,16,77.7,1227.2,7481.5,90.5,1.2,824.4,0.4,1.2,3.4,0.9,1226.9,12,0.5,3,0,0,0.4,1.21,3.4,0.94,1,1.2,0,,,49.463,,,,,,,,,,
10,bert,600,10.4,7,68.8,102.2,226.8,94.5,10.4,96,9,10.5,12.2,0.9,101.9,12,0.5,3,0,0,9,10.42,12.2,0.95,1,0.1,0,,,57.586,,,,,,,,,,
20,bert,1200,21.6,21,68.3,196,1056,165.5,21.6,46.3,19.4,21.4,26.4,2.1,195.5,12,0.5,3,0,0,19.4,21.59,26.4,2.11,1,0.2,0,,,55.579,,,,,,,,,,
30,bert,1800,31.3,63,70.9,690.8,2482.2,425.5,31.3,31.9,26.6,31.2,40.2,3.9,690.2,12,0.5,3,0,0,26.6,31.33,40.2,3.86,1,0.7,0,,,57.459,,,,,,,,,,
40,bert,2400,37.4,276,121.5,4252,7991.1,4515.5,37.4,26.7,26.2,36.9,39.8,3.7,4251.4,12,0.5,3,0,0,26.2,37.44,39.8,3.66,1,4.3,0,,,64.1,,,,,,,,,,
50,bert,3000,35.9,926,150,13849.4,26085.4,14271.5,35.9,27.8,30.4,35.6,39,2.4,13848.8,12,0.5,3,0,0,30.4,35.94,39,2.44,1,13.8,0,,,83.48,,,,,,,,,,
60,bert,3600,36,1798,321.5,23798.2,54396.2,27143.5,36,27.8,0,35.9,104.6,19.2,23216.6,12,0.5,3,0,0,0,35.98,104.6,19.21,1,23.8,0,,,100.054,,,,,,,,,,
70,bert,4200,37.6,2372,201.2,30249.5,77223.9,34292.5,37.6,26.6,0,37.4,91.2,20.8,26506,12,0.5,3,0,0,0,37.61,91.2,20.8,1,30.2,0,,,111.677,,,,,,,,,,
80,bert,4800,34.3,3027,276.1,44513.9,102704.3,42859.5,34.3,29.1,13,34.2,65.4,12.4,31875.3,12,0.5,3,0,0,13,34.33,65.4,12.4,1,44.5,0,,,139.838,,,,,,,,,,
90,bert,5400,30.3,3760,254.7,52477.2,104104.5,45531.5,28.8,34.7,0,28.9,75,17.9,33910,12,0.5,3,346,0.064074074,0,28.36,75,17.89,1,52.5,111.5,,,178.186,,,,,,,,,,
100,bert,6000,34.5,4531,371.1,59022.2,113983.8,53864.5,30.1,33.2,0,30.9,73.4,19.9,38961.2,12,0.5,3,752,0.125333333,0,30.15,73.4,19.91,1,59,130,,,174.076,,,,,,,,,,
1,bert,60,1.2,2,62.8,70.2,175.5,67.5,1.2,824.2,0.4,1.2,2,0.6,69.9,12,0.5,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.451,,,,,,,,,,
10,bert,600,10.4,7,61.4,87.2,180.2,81.5,10.4,96,9,10.5,12.2,1,86.8,12,0.5,2,0,0,9,10.42,12.2,0.96,1,0.1,0,,,57.576,,,,,,,,,,
20,bert,1200,21.6,14,57.8,148.8,437.3,133.5,21.6,46.2,19,21.5,26.2,2.1,148.3,12,0.5,2,0,0,19,21.63,26.2,2.14,1,0.1,0,,,55.476,,,,,,,,,,
30,bert,1800,31.4,36,55.9,270.9,1218.3,236.5,31.4,31.8,25.8,31.3,39.4,3.9,270.4,12,0.5,2,0,0,25.8,31.45,39.4,3.86,1,0.3,0,,,57.236,,,,,,,,,,
40,bert,2400,41.4,69,67,699.5,2347.8,453.5,41.4,24.2,37.4,41.1,48.2,3.4,699,12,0.5,2,0,0,37.4,41.39,48.2,3.41,1,0.7,0,,,57.983,,,,,,,,,,
50,bert,3000,48.6,205,97.1,2778.8,4809,2957.5,48.6,20.6,40.8,48.1,51.4,2.8,2778.2,12,0.5,2,0,0,40.8,48.58,51.4,2.78,1,2.8,0,,,61.754,,,,,,,,,,
60,bert,3600,46.9,872,122.7,9744.7,19286.6,9423.5,46.9,21.3,40,46.6,50.2,2.8,9744.1,12,0.5,2,0,0,40,46.89,50.2,2.82,1,9.7,0,,,76.779,,,,,,,,,,
70,bert,4200,47.3,1677,244.9,17340,37565.4,20059.5,47.3,21.1,26.4,47,99.8,16.3,16851.3,12,0.5,2,0,0,26.4,47.29,99.8,16.25,1,17.3,0,,,88.818,,,,,,,,,,
80,bert,4800,47.9,2239,170.2,23438.5,60483.7,25236.5,47.9,20.9,19.2,47.7,107.4,18.2,20244.1,12,0.5,2,0,0,19.2,47.93,107.4,18.25,1,23.4,0,,,100.138,,,,,,,,,,
90,bert,5400,49.3,2652,218.5,28662.9,81385.6,27771.5,49.3,20.3,22.4,49.1,110.2,21.3,22011.5,12,0.5,2,0,0,22.4,49.27,110.2,21.34,1,28.7,0,,,109.606,,,,,,,,,,
100,bert,6000,49.2,3610,212.3,36421.1,87612.6,33302.5,49.2,20.3,26.4,48.7,95,17.3,23708.2,12,0.5,2,31,0.005166667,26.4,48.96,95,17.29,1,36.4,24.5,,,121.91,,,,,,,,,,
1,bert,60,1.2,2,76.9,91.5,241,86.5,1.2,824.5,0.4,1.2,2,0.6,91.2,3,1,2,0,0.4,1.21,2,0.57,1,0.1,0,,0,,49.47,,,,,,,,,,
10,bert,600,10.4,8,71.1,138.2,452.3,127.5,10.4,96,9,10.5,12.4,1,137.9,3,1,2,0,9,10.42,12.4,1,1,0.1,0,,0,,57.591,,,,,,,,,,
20,bert,1200,21.2,36,72,409.4,1713.9,339.5,21.2,47.2,19.2,21,23.8,1.5,409,3,1,2,0,19.2,21.2,23.8,1.53,1,0.4,0,,0,,56.591,,,,,,,,,,
30,bert,1800,23.5,470,90.1,10489.6,19878.3,10238.5,23.5,42.6,22.4,23.4,24,0.6,10489.2,3,1,2,0,22.4,23.47,24,0.56,1,10.5,0,,0,,76.683,,,,,,,,,,
40,bert,2400,25.4,941,113.1,18909.2,37122.1,19807.5,25.4,39.4,24,25.3,26.2,0.5,18908.9,3,1,2,0,24,25.36,26.2,0.48,1,18.9,0,,0,,94.651,,,,,,,,,,
50,bert,3000,23.8,1823,126.7,36762,80994.4,43049.5,23.8,41.9,6.2,23.8,59.6,8.8,34528.6,3,1,2,0,6.2,23.84,59.6,8.84,1,36.8,0,,0,,125.822,,,,,,,,,,
60,bert,3600,24.1,2425,133.9,49816.8,109008.9,54873.5,24.1,41.4,0,24.1,95.2,18.2,40823.2,3,1,2,0,0,24.15,95.2,18.19,1,49.8,0,,0,,149.095,,,,,,,,,,
70,bert,4200,24.1,3071,135.4,63218.7,134205.5,67951.5,23.3,43,0,23.8,53.4,18.3,48186.2,3,1,2,148,0,23.26,53.4,18.26,1,63.2,130,,0.035238095,,174.213,,,,,,,,,,
80,bert,4800,26.3,3647,141.5,63562.1,124904.6,63379.5,24.7,40.4,0,25,87.6,21.5,46105.4,3,1,2,303,0,24.67,87.6,21.53,1,63.6,129.4,,0.063125,,182.266,,,,,,,,,,
90,bert,5400,28.7,4138,156.9,67443.2,141786.2,67219.5,24.1,41.5,0,23.7,102.8,21.7,48663,3,1,2,1017,0,23.26,102.8,21.72,1,67.4,120.3,,0.188333333,,188.411,,,,,,,,,,
100,bert,6000,31.8,4771,163.2,69688.4,148899.5,69314.5,23.9,41.9,0,23.9,82.2,21.4,50494.2,3,1,2,1577,0,23.48,82.2,21.39,1,69.7,128.2,,0.262833333,,188.412,,,,,,,,,,
1,bert,60,1.2,16,66.9,1299.5,7634.6,74.5,1.2,824.1,0.2,1.2,3.6,1,1299.2,6,1,2,0,0.2,1.21,3.6,1.02,1,1.3,0,,0,,49.448,,,,,,,,,,
10,bert,600,10.4,7,59.8,91.5,192.4,84.5,10.4,96,9,10.5,12.2,1,91.2,6,1,2,0,9,10.42,12.2,0.96,1,0.1,0,,0,,57.579,,,,,,,,,,
20,bert,1200,21.6,17,59.1,155,618.6,141.5,21.6,46.2,19.2,21.5,26.6,2.2,154.6,6,1,2,0,19.2,21.63,26.6,2.21,1,0.2,0,,0,,55.479,,,,,,,,,,
30,bert,1800,31.4,38,60.2,344.4,1184.8,229.5,31.4,31.8,25.2,31.2,38.6,3.5,344,6,1,2,0,25.2,31.42,38.6,3.48,1,0.3,0,,0,,57.279,,,,,,,,,,
40,bert,2400,40,134,92.1,1745.4,3594.5,1781.5,40,25,35.6,39.8,42,1.6,1745,6,1,2,0,35.6,39.99,42,1.56,1,1.7,0,,0,,60.022,,,,,,,,,,
50,bert,3000,40.4,642,100.2,8746.9,16208.8,9004.5,40.4,24.8,36.2,40.3,42.6,1.6,8746.6,6,1,2,0,36.2,40.37,42.6,1.58,1,8.7,0,,0,,74.315,,,,,,,,,,
60,bert,3600,40,1489,145.2,17409.3,33171.1,16675.5,40,25,20.2,39.9,83.8,12.5,17365.6,6,1,2,0,20.2,40.01,83.8,12.51,1,17.4,0,,0,,89.972,,,,,,,,,,
70,bert,4200,38.6,2138,132.5,27352.3,65229.4,30536.5,38.6,25.9,17,39.2,78.2,13.1,23685.3,6,1,2,0,17,38.64,78.2,13.05,1,27.4,0,,0,,108.696,,,,,,,,,,
80,bert,4800,40.1,2749,142.1,33680.3,85830.5,35056.5,40.1,24.9,0,40.1,106.2,21.7,26069.9,6,1,2,0,0,40.1,106.2,21.66,1,33.7,0,,0,,119.712,,,,,,,,,,
90,bert,5400,41.3,3287,165.1,41168.4,96609.4,38417.5,41.3,24.2,0,41.3,80.2,16.4,27664.9,6,1,2,0,0,41.35,80.2,16.36,1,41.2,0,,0,,130.595,,,,,,,,,,
100,bert,6000,35,3993,169.8,47070.8,104044.4,41118.5,34.2,29.3,0,34.5,66.8,21.1,30580.4,6,1,2,139,0,34.18,66.8,21.07,1,47.1,130.2,,0.023166667,,171.481,,,,,,,,,,
1,bert,60,1.2,16,60.2,1055.7,7072.4,70.5,1.2,824.1,0.4,1.2,3.4,0.9,1055.4,12,1,2,0,0.4,1.21,3.4,0.94,1,1.1,0,,0,,49.445,,,,,,,,,,
10,bert,600,10.4,7,54.7,79,171.2,74.5,10.4,96,9,10.5,12.2,1,78.7,12,1,2,0,9,10.42,12.2,0.96,1,0.1,0,,0,,57.573,,,,,,,,,,
20,bert,1200,21.6,14,54.3,123.7,349.1,109.5,21.6,46.2,19.2,21.5,26.6,2.2,123.3,12,1,2,0,19.2,21.65,26.6,2.24,1,0.1,0,,0,,55.438,,,,,,,,,,
30,bert,1800,31.4,35,55.6,264.2,1165.2,228.5,31.4,31.8,26,31.3,38,3.6,263.8,12,1,2,0,26,31.45,38,3.6,1,0.3,0,,0,,57.24,,,,,,,,,,
40,bert,2400,41.4,73,68.1,656.9,2371.4,448.5,41.4,24.2,36.6,41.3,47,3.4,656.4,12,1,2,0,36.6,41.39,47,3.39,1,0.7,0,,0,,57.99,,,,,,,,,,
50,bert,3000,48.2,228,89.6,3026,5942.2,3186.5,48.2,20.8,40.2,47.6,51.2,2.8,3025.5,12,1,2,0,40.2,48.16,51.2,2.84,1,3,0,,0,,62.289,,,,,,,,,,
60,bert,3600,48.6,830,120.9,9619.8,16310.1,10451.5,48.6,20.6,36.8,48.1,54,4.2,9619.3,12,1,2,0,36.8,48.59,54,4.21,1,9.6,0,,0,,74.085,,,,,,,,,,
70,bert,4200,49.4,1513,162.5,15077.8,28432.5,14377.5,49.4,20.2,24.4,49.1,85.8,13.4,14964.8,12,1,2,0,24.4,49.41,85.8,13.44,1,15.1,0,,0,,84.998,,,,,,,,,,
80,bert,4800,45.5,2243,191.4,23322.6,65644.2,25119.5,45.5,22,1.4,45.7,98.6,17.7,19573.4,12,1,2,0,1.4,45.51,98.6,17.67,1,23.3,0,,0,,105.46,,,,,,,,,,
90,bert,5400,47.8,2954,205.3,31180.4,83572.7,30025.5,47.8,20.9,17,47.4,108.2,17.2,22510.9,12,1,2,18,17,47.6,108.2,17.16,1,31.2,37,,0.003333333,,113.077,,,,,,,,,,
100,bert,6000,48,3517,205.9,37438.8,92769.9,34299.5,48,20.8,0,47.2,86.8,20.9,25176.6,12,1,2,62,0,47.51,86.8,20.87,1,37.4,35.2,,0.010333333,,124.987,,,,,,,,,,
5,mnist,300,5.5,2,3,3.8,123.9,3.5,5.5,181.4,3.6,5.4,7.8,1.2,3.6,3,1,2,0,3.6,5.51,7.8,1.25,1,0,0,,0,,54.426,,,,,,,,,,
15,mnist,900,15.8,3,2.9,3.3,6.8,3.5,15.8,63.4,13.2,15.7,16.8,1,3.1,3,1,2,0,13.2,15.77,16.8,0.98,1,0,0,,0,,57.082,,,,,,,,,,
25,mnist,1500,26.5,3,2.9,3.4,10.2,3.5,26.5,37.8,20,26.5,34,3.2,3.1,3,1,2,0,20,26.46,34,3.24,1,0,0,,0,,56.689,,,,,,,,,,
35,mnist,2100,36.4,3,2.9,3.4,8.6,3.5,36.4,27.5,28.4,36.2,43,4.2,3.1,3,1,2,0,28.4,36.41,43,4.19,1,0,0,,0,,57.682,,,,,,,,,,
45,mnist,2700,46.2,4,2.8,3.4,10.5,3.5,46.2,21.6,42.2,46.5,57,4,3.1,3,1,2,0,42.2,46.25,57,4.01,1,0,0,,0,,58.384,,,,,,,,,,
55,mnist,3300,56,4,2.9,3.4,8.6,3.5,56,17.8,49.6,56.4,65,4.2,3.2,3,1,2,0,49.6,56.04,65,4.24,1,0,0,,0,,58.885,,,,,,,,,,
65,mnist,3900,65.6,5,2.8,3.5,11.6,3.5,65.6,15.2,59.6,66.2,74.8,4.6,3.2,3,1,2,0,59.6,65.65,74.8,4.57,1,0,0,,0,,59.408,,,,,,,,,,
75,mnist,4500,75.6,4,2.8,3.5,10.7,3.5,75.6,13.2,70.6,75.5,86.8,5,3.2,3,1,2,0,70.6,75.63,86.8,4.97,1,0,0,,0,,59.5,,,,,,,,,,
85,mnist,5100,85.5,5,2.9,3.6,9.9,3.5,85.5,11.7,77.8,85.5,97.2,5.6,3.3,3,1,2,0,77.8,85.5,97.2,5.6,1,0,0,,0,,59.65,,,,,,,,,,
95,mnist,5700,95.7,5,2.8,3.6,9.5,3.5,95.7,10.4,90.2,95.5,103.2,4.9,3.3,3,1,2,0,90.2,95.73,103.2,4.95,1,0,0,,0,,59.541,,,,,,,,,,
105,mnist,6300,105.6,5,2.8,3.6,9.3,3.5,105.6,9.5,98.6,105.7,115.6,4.9,3.4,3,1,2,0,98.6,105.57,115.6,4.94,1,0,0,,0,,59.674,,,,,,,,,,
115,mnist,6900,115.4,5,2.9,3.7,9.8,3.5,115.4,8.7,107.6,115.5,131.6,6.6,3.4,3,1,2,0,107.6,115.42,131.6,6.59,1,0,0,,0,,59.783,,,,,,,,,,
125,mnist,7500,125.2,6,2.6,3.7,9.9,3.5,125.2,8,117,125.4,141.2,6.5,3.4,3,1,2,0,117,125.21,141.2,6.51,1,0,0,,0,,59.9,,,,,,,,,,
135,mnist,8100,135.1,6,2.9,3.8,10.7,3.5,135.1,7.4,129.4,135.2,145.6,4.8,3.5,3,1,2,0,129.4,135.13,145.6,4.81,1,0,0,,0,,59.941,,,,,,,,,,
145,mnist,8700,145.5,8,2.9,3.8,12.4,3.5,145.5,6.9,135.8,145.3,152.4,5.2,3.6,3,1,2,0,135.8,145.53,152.4,5.17,1,0,0,,0,,59.782,,,,,,,,,,
155,mnist,9300,156.1,10,2.6,3.9,16.7,3.5,156.1,6.4,147.4,155.4,162,5.3,3.6,3,1,2,0,147.4,156.11,162,5.25,1,0,0,,0,,59.572,,,,,,,,,,
165,mnist,9900,166.5,10,2.9,3.9,15.5,3.5,166.5,6,157.8,166,172.8,5,3.7,3,1,2,0,157.8,166.54,172.8,4.98,1,0,0,,0,,59.446,,,,,,,,,,
175,mnist,10500,176.4,10,2.8,4,16.7,3.5,176.4,5.7,164.2,176.3,183.8,6,3.7,3,1,2,0,164.2,176.42,183.8,6,1,0,0,,0,,59.518,,,,,,,,,,
185,mnist,11100,187.2,11,2.7,4,14.7,3.5,187.2,5.3,180.6,186.6,194,4.8,3.8,3,1,2,0,180.6,187.18,194,4.8,1,0,0,,0,,59.303,,,,,,,,,,
195,mnist,11700,197.1,10,2.8,4.1,19.8,3.5,197.1,5.1,187.4,196.5,208.2,6.2,3.8,3,1,2,0,187.4,197.08,208.2,6.2,1,0,0,,0,,59.366,,,,,,,,,,
205,mnist,12300,206.9,12,2.7,4.1,16.3,3.5,206.9,4.8,193,207.5,218,7.3,3.9,3,1,2,0,193,206.87,218,7.31,1,0,0,,0,,59.458,,,,,,,,,,
215,mnist,12900,216,13,2.8,4.2,16.5,3.5,216,4.6,206,217.1,231.6,7.5,3.9,3,1,2,0,206,216.04,231.6,7.48,1,0,0,,0,,59.711,,,,,,,,,,
225,mnist,13500,225.6,11,2.5,4.2,18.7,3.5,225.6,4.4,214.8,226.5,243.6,9.1,4,3,1,2,0,214.8,225.6,243.6,9.07,1,0,0,,0,,59.842,,,,,,,,,,
235,mnist,14100,235.7,13,2.7,4.5,25.7,3.5,235.7,4.2,222.4,236,255.4,9.2,4.1,3,1,2,0,222.4,235.73,255.4,9.16,1,0,0,,0,,59.813,,,,,,,,,,
245,mnist,14700,246,20,2.7,5,49.9,4.5,246,4.1,231.2,245.6,267.4,10.9,4.4,3,1,2,0,231.2,246.04,267.4,10.88,1,0,0,,0,,59.747,,,,,,,,,,
255,mnist,15300,256.2,16,2.4,5.3,42.3,4.5,256.2,3.9,244.6,255.8,274.5,9.4,4.5,3,1,2,0,244.6,256.19,274.52,9.43,1,0,0,,0,,59.721,,,,,,,,,,
265,mnist,15900,266.4,24,2.4,6,60.8,4.5,266.4,3.8,248.4,266.1,282.6,9.4,4.9,3,1,2,0,248.4,266.43,282.6,9.36,1,0,0,,0,,59.679,,,,,,,,,,
275,mnist,16500,276.8,23,2.4,6.5,60.7,4.5,276.8,3.6,265.6,276.4,292,9.2,5.2,3,1,2,0,265.6,276.84,292,9.19,1,0,0,,0,,59.601,,,,,,,,,,
285,mnist,17100,287.3,29,2.5,7.2,72.9,4.5,287.3,3.5,273.2,286.3,300.8,8.5,5.6,3,1,2,0,273.2,287.35,300.8,8.49,1,0,0,,0,,59.51,,,,,,,,,,
